LOC_Os01g20800.cdna.fna	99.571
LOC_Os01g16460.cdna.fna	95.946
gene:OsNip_01G003290.cdna.fna	97.143
LOC_Os01g09090.cdna.fna	99.338
LOC_Os01g18790.cdna.fna	89.431
Os01g0115300.cdna.fna	99.679
LOC_Os01g04270.cdna.fna	96.667
LOC_Os01g08610.cdna.fna	98.855
LOC_Os01g17440.cdna.fna	97.655
LOC_Os01g04830.cdna.fna	99.125
LOC_Os01g14770.cdna.fna	95.181
LOC_Os01g19270.cdna.fna	81.329
LOC_Os01g13680.cdna.fna	94.545
LOC_Os01g27030.cdna.fna	95.327
LOC_Os01g28220.cdna.fna	98.662
LOC_Os01g32650.cdna.fna	96.591
LOC_Os01g38058.cdna.fna	99.725
gene:OsNip_01G014400.cdna.fna	89.206
LOC_Os01g18610.cdna.fna	96.912
LOC_Os01g26010.cdna.fna	95.366
LOC_Os01g32060.cdna.fna	96.178
LOC_Os01g38570.cdna.fna	92.105
LOC_Os01g32574.cdna.fna	94.853
LOC_Os01g25150.cdna.fna	99.448
LOC_Os01g38130.cdna.fna	93.407
LOC_Os01g39230.cdna.fna	100.000
LOC_Os01g39870.cdna.fna	96.565
LOC_Os01g41110.cdna.fna	95.833
gene:OsNip_01G022690.cdna.fna	97.849
gene:OsNip_01G025850.cdna.fna	96.809
LOC_Os01g43570.cdna.fna	99.057
LOC_Os01g43560.cdna.fna	95.763
LOC_Os01g46920.cdna.fna	100.000
gene:OsNip_01G019090.cdna.fna	92.337
LOC_Os01g39340.cdna.fna	99.510
LOC_Os01g46460.cdna.fna	99.275
LOC_Os01g47910.cdna.fna	98.413
LOC_Os01g47480.cdna.fna	99.145
LOC_Os01g48600.cdna.fna	96.923
LOC_Os01g56260.cdna.fna	98.214
LOC_Os01g45120.cdna.fna	97.032
LOC_Os01g56700.cdna.fna	99.361
LOC_Os01g43290.cdna.fna	98.706
LOC_Os01g47440.cdna.fna	97.556
LOC_Os01g54160.cdna.fna	99.594
LOC_Os01g59310.cdna.fna	99.130
LOC_Os01g63020.cdna.fna	90.722
LOC_Os01g62450.cdna.fna	95.906
Os01g0375200.cdna.fna	83.369
LOC_Os01g58450.cdna.fna	91.667
LOC_Os01g60750.cdna.fna	97.484
LOC_Os01g65870.cdna.fna	98.113
LOC_Os01g67790.cdna.fna	96.392
LOC_Os01g70700.cdna.fna	98.750
LOC_Os01g73180.cdna.fna	96.078
LOC_Os01g57140.cdna.fna	98.747
LOC_Os02g01460.cdna.fna	97.849
LOC_Os01g64530.cdna.fna	96.687
LOC_Os01g73290.cdna.fna	96.053
LOC_Os02g11100.cdna.fna	99.435
LOC_Os01g67380.cdna.fna	90.411
LOC_Os02g05250.cdna.fna	95.349
LOC_Os01g73240.cdna.fna	96.121
LOC_Os02g10170.cdna.fna	97.938
LOC_Os02g11850.cdna.fna	93.878
LOC_Os02g13820.cdna.fna	97.942
LOC_Os01g54070.cdna.fna	95.796
LOC_Os02g13860.cdna.fna	100.000
LOC_Os02g14300.cdna.fna	94.937
LOC_Os01g58230.cdna.fna	83.136
LOC_Os01g61520.cdna.fna	87.559
LOC_Os02g06060.cdna.fna	90.305
LOC_Os02g07709.cdna.fna	91.878
LOC_Os02g15240.cdna.fna	87.676
LOC_Os02g15300.cdna.fna	97.021
LOC_Os02g18300.cdna.fna	95.775
LOC_Os02g19490.cdna.fna	97.065
LOC_Os01g51180.cdna.fna	93.919
LOC_Os02g17840.cdna.fna	91.453
Os01g0278200.cdna.fna	89.831
LOC_Os02g19160.cdna.fna	99.405
LOC_Os02g21680.cdna.fna	99.057
LOC_Os02g19020.cdna.fna	96.262
LOC_Os02g17930.cdna.fna	92.958
LOC_Os02g21760.cdna.fna	100.000
LOC_Os02g22820.cdna.fna	99.806
Os02g0281200.cdna.fna	80.443
LOC_Os02g18800.cdna.fna	94.565
LOC_Os02g21840.cdna.fna	89.412
LOC_Os02g25890.cdna.fna	97.753
LOC_Os02g26190.cdna.fna	91.760
LOC_Os02g27190.cdna.fna	99.557
LOC_Os02g27250.cdna.fna	95.802
LOC_Os02g28210.cdna.fna	94.350
LOC_Os02g28450.cdna.fna	98.095
LOC_Os02g29600.cdna.fna	92.857
LOC_Os02g31200.cdna.fna	96.914
LOC_Os02g36200.cdna.fna	95.745
LOC_Os02g37400.cdna.fna	89.091
LOC_Os02g30440.cdna.fna	99.691
LOC_Os02g26380.cdna.fna	97.590
LOC_Os02g27850.cdna.fna	83.420
Os02g0518800.cdna.fna	82.397
LOC_Os02g33570.cdna.fna	91.045
gene:OsNip_02G020510.cdna.fna	91.960
LOC_Os02g38450.cdna.fna	98.023
LOC_Os02g05130.cdna.fna	99.559
LOC_Os02g38960.cdna.fna	85.200
LOC_Os02g38990.cdna.fna	95.122
LOC_Os02g36310.cdna.fna	95.077
LOC_Os02g39940.cdna.fna	99.010
LOC_Os02g41940.cdna.fna	99.519
LOC_Os02g43530.cdna.fna	99.398
LOC_Os02g41570.cdna.fna	97.386
LOC_Os02g43450.cdna.fna	99.747
LOC_Os02g51210.cdna.fna	96.429
LOC_Os02g45640.cdna.fna	96.606
LOC_Os02g43580.cdna.fna	99.052
LOC_Os02g47070.cdna.fna	98.758
LOC_Os02g47080.cdna.fna	99.333
LOC_Os02g53370.cdna.fna	95.429
LOC_Os02g45440.cdna.fna	96.591
LOC_Os02g52440.cdna.fna	93.952
Os02g0792000.cdna.fna	96.552
LOC_Os02g54800.cdna.fna	92.606
LOC_Os02g46170.cdna.fna	99.194
Os03g0193700.cdna.fna	92.689
LOC_Os03g11390.cdna.fna	99.083
LOC_Os03g10660.cdna.fna	98.148
LOC_Os03g19210.cdna.fna	100.000
LOC_Os03g12580.cdna.fna	99.550
LOC_Os03g23770.cdna.fna	95.620
LOC_Os03g28060.cdna.fna	94.737
LOC_Os03g20830.cdna.fna	99.329
LOC_Os03g27430.cdna.fna	99.502
LOC_Os03g12130.cdna.fna	99.315
LOC_Os03g21759.cdna.fna	93.220
LOC_Os03g18930.cdna.fna	99.259
Os03g0341600.cdna.fna	83.553
Os02g0830900.cdna.fna	97.710
LOC_Os03g24540.cdna.fna	98.187
Os03g0144100.cdna.fna	93.750
LOC_Os03g07050.cdna.fna	95.146
Os03g0104100.cdna.fna	97.452
Os03g0439250.cdna.fna	82.812
LOC_Os03g31120.cdna.fna	97.368
LOC_Os03g27890.cdna.fna	83.471
gene:OsNip_03G020820.cdna.fna	98.870
LOC_Os03g43870.cdna.fna	97.318
LOC_Os03g44220.cdna.fna	95.025
LOC_Os03g30670.cdna.fna	99.725
LOC_Os03g36640.cdna.fna	94.575
LOC_Os03g46870.cdna.fna	79.085
LOC_Os03g42920.cdna.fna	96.698
LOC_Os03g40950.cdna.fna	97.512
LOC_Os03g42550.cdna.fna	95.755
LOC_Os03g45110.cdna.fna	100.000
LOC_Os03g46940.cdna.fna	95.960
LOC_Os03g47030.cdna.fna	98.658
LOC_Os03g49010.cdna.fna	84.279
LOC_Os03g56080.cdna.fna	89.873
LOC_Os03g56682.cdna.fna	98.780
LOC_Os03g57390.cdna.fna	99.367
LOC_Os03g38094.cdna.fna	97.076
LOC_Os03g26810.cdna.fna	89.737
gene:OsNip_03G031660.cdna.fna	94.989
Os03g0370600.cdna.fna	93.289
LOC_Os03g51570.cdna.fna	99.099
Os03g0107100.cdna.fna	94.828
LOC_Os03g56690.cdna.fna	98.148
LOC_Os03g58670.cdna.fna	96.739
LOC_Os04g01550.cdna.fna	98.551
LOC_Os03g50830.cdna.fna	95.676
LOC_Os04g02590.cdna.fna	88.889
LOC_Os02g39020.cdna.fna	89.241
LOC_Os04g10924.cdna.fna	97.301
LOC_Os04g07850.cdna.fna	98.174
LOC_Os04g04360.cdna.fna	99.392
LOC_Os04g03970.cdna.fna	92.143
LOC_Os04g08788.cdna.fna	96.169
LOC_Os04g09950.cdna.fna	86.486
LOC_Os04g11430.cdna.fna	99.194
LOC_Os04g12150.cdna.fna	93.697
LOC_Os04g15600.cdna.fna	97.273
gene:OsNip_03G041730.cdna.fna	93.260
Os04g0202300.cdna.fna	91.704
Os04g0259100.cdna.fna	86.957
gene:OsNip_04G010490.cdna.fna	89.212
LOC_Os04g32440.cdna.fna	99.287
LOC_Os04g33100.cdna.fna	98.851
LOC_Os04g34780.cdna.fna	97.436
LOC_Os04g39330.cdna.fna	100.000
LOC_Os04g41780.cdna.fna	92.500
Os01g0154600.cdna.fna	79.609
LOC_Os04g19820.cdna.fna	84.167
Os04g0350700.cdna.fna	94.866
LOC_Os04g30560.cdna.fna	93.296
Os04g0231266.cdna.fna	97.006
Os04g0316800.cdna.fna	97.166
LOC_Os04g44140.cdna.fna	99.812
LOC_Os04g44660.cdna.fna	95.380
LOC_Os04g19620.cdna.fna	88.889
LOC_Os04g31640.cdna.fna	93.311
LOC_Os04g48450.cdna.fna	97.059
LOC_Os04g43180.cdna.fna	99.745
LOC_Os04g30620.cdna.fna	92.533
LOC_Os04g48470.cdna.fna	94.862
LOC_Os04g49710.cdna.fna	91.971
LOC_Os04g53080.cdna.fna	99.444
Os04g0513100.cdna.fna	97.352
Os03g0788600.cdna.fna	80.870
